ASK,BID,QUANTITY
131.934,131.776,0
131.934,131.796,0
131.933,131.797,0
131.903,131.847,0
131.904,131.856,0
131.923,131.877,0
131.933,131.907,0
131.944,131.906,0
131.954,131.906,0
131.943,131.907,0
131.953,131.907,0
131.984,131.906,0
132.084,131.906,0
132.104,131.936,0
132.144,131.986,0
132.193,132.137,0
132.163,132.137,0
132.153,132.107,0
132.164,132.106,0
132.163,132.107,0
132.144,132.106,0
132.163,132.107,0
132.134,132.076,0
132.144,131.976,0
132.123,131.977,0
132.114,131.976,0
132.124,131.976,0
132.144,132.096,0
132.114,131.976,0
132.123,132.047,0
132.113,131.977,0
132.104,131.976,0
132.104,131.976,0
132.114,131.976,0
132.123,131.977,0
132.153,132.097,0
132.134,131.976,0
132.093,131.977,0
132.134,131.976,0
132.163,132.117,0
132.164,132.086,0
132.163,132.107,0
132.193,132.137,0
132.164,132.126,0
132.184,132.126,0
132.174,132.126,0
132.163,132.107,0
132.193,132.147,0
132.263,132.147,0
132.304,132.146,0
132.204,132.146,0
132.193,132.107,0
132.183,132.107,0
132.174,132.106,0
132.144,132.106,0
132.133,131.977,0
132.084,132.036,0
132.094,132.036,0
132.073,132.017,0
132.063,132.017,0
132.074,132.016,0
132.103,132.047,0
132.114,132.066,0
132.134,132.066,0
132.093,132.057,0
132.113,132.057,0
132.114,132.066,0
132.134,132.076,0
132.103,132.037,0
132.103,132.047,0
132.054,132.026,0
132.063,132.017,0
132.063,132.007,0
132.064,132.016,0
132.064,132.016,0
132.023,131.987,0
132.033,131.987,0
132.013,131.977,0
131.993,131.947,0
131.994,131.956,0
132.013,131.957,0
132.053,131.997,0
132.074,132.036,0
132.084,132.046,0
132.084,132.046,0
132.084,132.036,0
132.074,132.026,0
132.053,132.027,0
132.064,132.026,0
132.054,132.026,0
132.073,132.037,0
132.074,132.046,0
132.074,132.036,0
132.084,132.036,0
132.094,132.046,0
132.063,132.027,0
132.074,132.016,0
132.074,132.006,0
132.073,132.017,0
132.044,132.006,0
132.043,131.997,0
132.063,132.017,0
132.054,132.016,0
132.054,132.006,0
132.054,132.016,0
132.043,132.007,0
132.023,131.997,0
132.073,132.027,0
132.073,132.017,0
132.053,132.017,0
132.043,132.017,0
132.034,131.996,0
132.044,132.006,0
132.044,131.996,0
132.003,131.977,0
132.003,131.957,0
131.993,131.957,0
132.004,131.956,0
131.994,131.956,0
132.024,131.976,0
132.003,131.967,0
132.014,131.976,0
132.013,131.977,0
132.023,131.977,0
132.023,131.987,0
132.063,132.017,0
132.064,132.026,0
132.053,132.017,0
132.043,132.017,0
132.044,132.006,0
132.054,132.016,0
132.054,132.036,0
132.053,132.017,0
132.034,132.006,0
132.024,131.996,0
132.034,131.986,0
132.034,131.996,0
132.043,132.007,0
132.093,132.057,0
132.104,132.066,0
132.113,132.087,0
132.094,132.066,0
132.094,132.056,0
132.083,132.057,0
132.084,132.046,0
132.084,132.046,0
132.073,132.047,0
132.063,132.027,0
132.074,132.036,0
132.074,132.046,0
132.074,132.036,0
132.074,132.036,0
132.094,132.056,0
132.084,132.046,0
132.083,132.037,0
132.074,132.036,0
132.054,132.016,0
132.074,132.036,0
132.073,132.027,0
132.073,132.037,0
132.084,132.046,0
132.103,132.067,0
132.083,132.047,0
132.104,132.056,0
